,index,issue_description,pred,y
228,3932,job get fail due dbifrsqlsqlerror issu,GRP_0,GRP_1
229,7694,outlook folder folder offic,GRP_0,GRP_30
230,3815,ethic login issu would plea support welcom compani busi ethic conduct center ethic train site record indic log credenti use access site compani collaborationplatform match record file within activ directori plea submit ticket global support center ensur network log id correct enter erp,GRP_23,GRP_0
231,5574,correct bill error vf correct attach list error,GRP_0,GRP_10
232,1867,sfb issu access skype busi come messag c programdnti file microsoft offic root offic lync ee,GRP_0,GRP_0
233,2487,unabl make incom outgo call compani phone,GRP_0,GRP_0
234,6499,delet sto johthryugftyson hu sent tuesday august nwfodmhc eurcwkm cc qgrbnjiu hidzlfma subject fw delet sto help need delet sto get error messag screen block avoid unnessari dn creat plea help check delet,GRP_29,GRP_18
235,4078,newli creat email get sent go outbo,GRP_0,GRP_3
236,1061,problem lean tracker receiv problem creat new lean tracker click save upgrad option plea resolv cid imag jpg sifc abba,GRP_0,GRP_0
237,3305,te issu receiv dear sir mam face issu te softwar kind help resolv issu cid c,GRP_0,GRP_0
238,7737,offic ecel powerpoint offic ecel powerpoint,GRP_0,GRP_31
239,6354,reset password soldfnbq uhnbsvqd use passwordmanagementtool password reset mein erp passwort funktioniert nicht ich bin gesperrt,GRP_17,GRP_17
240,982,ticket updat inplant,GRP_0,GRP_0
241,1870,unabl connect skype,GRP_0,GRP_0
242,6167,erp mii hostnam jstart ee servic show critic erp mii hostnam jstart ee servic show critic,GRP_14,GRP_14
243,6088,document sent via zzmail receiv time made uacylto hgaycz sent document email address via zzmail pm apac time min later still receiv,GRP_0,GRP_13
244,3968,cannot print window new pc given,GRP_3,GRP_3
245,1971,telephonysoftwar break shutdown comput yesterday window updat wasload could stop updat telephonysoftwar must fie see inform identifi updat caus issu updat comput disabl kb list updat case happen anyway remov urvitan laqdwvgo cec analyst oper ecel emea,GRP_0,GRP_0
246,1535,businesscli login issu,GRP_0,GRP_0
247,6153,bwa ind bw queri fail due bwa server overload dear team face error bwa ind quer si due bwa server load error check filter queri month data fy plea suggest server bwa overload oper fine request provid resolut earliest,GRP_0,GRP_14
248,4562,abend job jobschedul job receiv abend job jobschedul job,GRP_9,GRP_6
249,2960,aw plea take survey relat ticketno receiv nein funktioniert noch nichtefjzbtcm mdpviqbfcompani product gmbh co kgversand logistik ff wearemail mailto compani produkt gmbh co kggesch ftsf hrer phvkowml azbtkqw naruedlk mpvhakdqvon global ticketingtool mailto compani ticketingtool com gesendet mittwoch august efjzbtcm mdpviqbfbetreff plea take survey relat ticketnopleas repli forward email use ticketingtool open new ticket valu input plea help u take time fill short survey click take survey number ticketnoresolv olckhmv pcqobjndshort descript beim ffnen oder speichern kommt immer wieder ein meldungclick view link comment edt olckhmv pcqobjndaddit commentshallo frau maier bitt probieren sie jetzt und geben sie bescheid ob sie zugriff haben oder nicht mfg dangso,GRP_0,GRP_0
250,1583,attendancetool password work receiv hi attendancetool password work kind reset give new password,GRP_0,GRP_0
251,7110,problem mit fp rechner bleibt h ngen kschbaf rhquvzfm,GRP_24,GRP_24
252,4454,job job fail jobschedul receiv job job fail jobschedul,GRP_8,GRP_6
253,5960,job job fail jobschedul receiv job job fail jobschedul,GRP_8,GRP_13
254,7427,engineeringtool issu high import receiv cid imag png sibe faff submit sever report coupl day ago let creat new report need issu resplv,GRP_0,GRP_25
255,2177,erp si account unlock,GRP_0,GRP_0
256,101,reset password wseacnvi azviyqg erp qa erp plea reset password si block login jdhdw,GRP_0,GRP_0
257,222,unabl login window,GRP_0,GRP_0
258,4963,job job fail jobschedul receiv job job fail jobschedul,GRP_8,GRP_8
259,6518,abl take skype meet via head phone laptop model dell precis,GRP_0,GRP_19
260,5953,lhqsm kashfyujqti jdcbiez disk free c warn threshold lhqsm kashfyujqti jdcbiez disk free c warn threshold total size gb,GRP_12,GRP_12
261,5781,plea provid access drive receiv dear team good morn plea provid full control access path member markhti cc depart hostnam file hostnam k scorecardindia iscldepart hostnam file hostnam k updatesindia isclsagfhoshgzpkmilu skwbuvjyheelav mailto fahdlecz mailto erathyur mailto ihkolepb ozhnjyef mailto mailto culiws pmrvbnjhivaramdntyaiah mailto,GRP_12,GRP_12
262,828,unabl take ethic cours,GRP_0,GRP_0
263,2002,work home connect vpn get disconnect continu get disconnect vpn reconnect multipl time day,GRP_0,GRP_0
264,4209,cisco access point work cisco access point work mac address drtbe,GRP_4,GRP_4
265,7228,scanner metrolig f r rechner wewu defekt zedlet canner metrolig f r rechner wewu defekt zedlet,GRP_24,GRP_24
266,7183,support f r rechner messvorrichtung jionmpsf wnkpzcmv,GRP_24,GRP_24
267,2251,erp engin tool lock,GRP_0,GRP_0
268,625,outlook skype problem receiv team open outlook skype pc give error like cid dbe e bb eccc,GRP_0,GRP_0
269,7052,zlcsqdg ckpojwir cannot see custom account msd crm wilfert find three custom includ sale plan m crm activ account view also think list belong attach email ticket,GRP_40,GRP_22
270,5349,job job fail jobschedul receiv job job fail jobschedul,GRP_8,GRP_9
271,1811,erp net weaver funktioniert nicht pc empw,GRP_0,GRP_0
272,908,zebra printer issu label printer work error connect erp could made printer name prtor prtor label get print,GRP_0,GRP_0
273,6162,productionorderinterfaceapp server india abl releas product order productionorderinterfaceapp server india abl releas product order,GRP_0,GRP_14
274,2288,user harrfgyib lock erp mii system user harrfgyib lock erp mii system help user login unlock user account issu resolv,GRP_0,GRP_0
275,8191,job job fail jobschedul receiv job job fail jobschedul,GRP_8,GRP_45
276,748,unabl login skype,GRP_0,GRP_0
277,3025,account lock ad,GRP_0,GRP_0
278,3103,unabl launch outlook,GRP_0,GRP_0
279,1210,window account lockout,GRP_0,GRP_0
280,2991,unabl attach document erp,GRP_0,GRP_0
281,8177,job jobap fail jobschedul receiv job jobap fail jobschedul,GRP_8,GRP_45
282,6378,reset password knemilv dvqtziya use passwordmanagementtool password reset,GRP_17,GRP_17
283,353,bio updat longer log erp get error everi time tri log erp get log balanc error could connect messag server,GRP_0,GRP_0
284,1888,unabl loginto skype,GRP_0,GRP_0
285,2310,unabl sign skype confirm email address type userid field system away phone call back mobil pavan confirm issu resolv,GRP_0,GRP_0
286,3194,owa instal mobil devic hi use person android mobil phone would like use owa outlook access deni reject one help,GRP_0,GRP_0
287,6135,plea delet transport sik delet transport buffer sik,GRP_0,GRP_14
288,3126,symantec softwar messag receiv hi plea see attach symantec messag keep get everi time switch lap top,GRP_12,GRP_0
289,7994,procent login credenti new joiner plea creat procent login credenti new joiner name vijghyduhprga yeghrrajghoduus id yerrav name ulezhfw kslocjtaaruthapandianus id karhjuyutk,GRP_37,GRP_37
290,5659,job job fail jobschedul edt,GRP_8,GRP_10
291,3779,engin tool system abl enter custom detail engineeringtool system,GRP_25,GRP_0
292,6452,need littl help plea receiv shathyra lunjuwszd deliveri output type develop baker huge usa went live erp deliveri note output type zdus ad automat soon deliveri note creat specif custom specif output type maintain scenario sinc alreadi custom specif output zd maintain output config zdus automat replac zd print immedi h printer printer h defin default printer sale org custom combin cid imag png sifb fc compleiti ship custom usa usa plea confirm use zchk print deliveri note usa lunjuw need help check usa team use zchk print deliveri note base inform shall check possibl let know chandruhdti n senior analyst global mailto plea print email unless realli need preserv tree planet earth damuphw arkulcois septemb smoklni hbecskglsubject need littl help pleasesorri never email say hey go know go sure dilemma sinc start ship bakyhr huhuygh deliveri note still print usa need contact help desk sure ask easi eplain stuff want transact zdus ad deliveri output screen instead zd usa use zd use zd zdus realli need use talk circl let know tri eplain littl better eampl want cid imag png sifa ffe get right go add zd get deliveri note print cid imag png sifa ffe,GRP_18,GRP_18
293,7347,setup new w aqzisrk ahbgjrqz,GRP_24,GRP_24
294,6470,deliveri due list creat deliveri note sto e g aw mm sto plant plea forward srinfhyath deliv due list ew multipl time run daili basi sometim ddl creat deliveri note sto even though materi avail ship date overdu check ddl select sto check sto overdu adjust ddl keep user inform result mani,GRP_6,GRP_18
295,5768,job job fail jobschedul receiv job job fail jobschedul,GRP_8,GRP_12
296,2542,erp si password reset,GRP_0,GRP_0
297,5860,chang date set citri multipl user receiv team write request chang date coupl citri user eastern time u canada eet eastern european time user date chang eastern time u canada eet eastern european time vrtvpopc vvrnrtacri vvrtgffada vvrurtgsur vvrtyjakaa vvrtymitrd vvdeftmea vvbgrtyeleb vvcodgtjud vvggrthhibgcould plea kind perform chang let u know addit inform requir side,GRP_0,GRP_12
298,1850,password reset,GRP_0,GRP_0
299,5737,fc hostnam sk leitung user mokolthrla hallo bitt lese u schreibberechtigung f r niptbwdq csenjruz einrichten ist mit sbtvploj mwtrouyl besprochen gru lhmposv lnpgjhusbetriebsabteilungsleit technisch dienst gesch ftsf hrer manag director phvkowml azbtkqw naruedlk mpvhakdqsitz regist offic germani registergerirtcht list court regist germanyp nlich haftend gesellschafterin general partner compani compani beteiligung gmbhsitz regist offic f rth bay registergerirtcht list court regster f rthvon niptbwdq csenjruz gesendet montag oktob jionmpsf wnkpzcmv mlbfjpg yegzbvru dhoalycb yopvwrjq lhmposv lnpgjhus sbtvploj mwtrouyl joerg passiep cwryvksu cedsairgbetreff aw maschinenumstellungbei mir klappt e nicht mit freundlichen gr enniptbwdq csenjruzservicecent instandhaltung,GRP_24,GRP_12
300,6011,metal cut technolog p l compani zqt hi team creat attach quot howev show correct see attach plea fi soon possibl,GRP_13,GRP_13
301,2018,reset password user zigioachstyac si si reset password user zigioachstyac si si,GRP_0,GRP_0
302,4938,job sifilesi fail jobschedul receiv job sifilesi fail jobschedul,GRP_8,GRP_8
303,5430,erp help receiv tri get erp search eplor analyt blank screen come problem,GRP_0,GRP_9
304,1201,password chang,GRP_0,GRP_0
305,7769,collaborationplatform collaborationplatform,GRP_0,GRP_31
306,8239,nan,GRP_30,GRP_48
307,8213,hostnam swap space hostnam le,GRP_12,GRP_47
308,7891,tel pr fen,GRP_0,GRP_33
309,4857,russia interfac vlan russia engineeringtool wharehous lan compani eu ru engineeringtoolkuznetsk dmvpn rtr compani com russia interfac vlan russia engineeringtool wharehous lan compani eu ru engineeringtoolkuznetsk dmvpn rtr compani com,GRP_8,GRP_8
310,6749,employ status new non employe ycgkinov czoparqg u temp page ensur requir data field complet submit use templat consult temp intern vendor etc plea complet entri id first name johddnthaylast name welwsswbtweloc usa usmanag sponsor keddsdn wethrybbcost center bdmetern compani name kellkwdywhat system need access miimii yes yes user oper admin supervisor oper need usernam p wordsecur note mii add im shopfloorus user si accounti compani email requir person yes default k licens assign use owa collaborationplatform outlook client skype outlook client skype requir cost e licens must assign use compani comput assign k e licens access like requir review copi person access approv requir access date comput own compani yes laptop desktop comput name remot access vpn requir yes plea provid applic erp system network server user need access via vpn start date,GRP_16,GRP_2
311,3908,hi help team plea unblock new compani devic ntydihzo aeptfbg sent friday august nwfodmhc eurcwkm subject wg die synchronisierung mit echang activesync ist auf ihrem ger vor bergehend blockiert bi der zugriff vom administr gew hrt wird import high hi help team plea unblock new compani devic,GRP_0,GRP_0
312,5285,job job fail jobschedul receiv job job fail jobschedul,GRP_8,GRP_9
313,7231,der rechner von unseren schichtf hrern h gabryltk h byczkowski h stankewitz ist defekt hallo der rechner von unseren schichtf hrern h gabryltk h byczkowski h stankewitz ist defekt kannst du bitt mal vorbeikommen,GRP_24,GRP_24
314,8065,dynam crm advanc find ribbon issu ribbon advanc find displac make difficult queri system creat view see attach,GRP_0,GRP_40
315,5555,erp intercompani inwarehousetool issu sto batia ben shloosh sent wednesday septemb pmto huji uhytri rujteoza mcoswhjuanthila yayuel sayatgrcc hkfipag sdilrfk rzucjgvp ioqjgmah jhdythua htayhil udmbwoc kegsjdvasubject mm n plea find lauacylto hgaycz sto plea inform currenc problem occur new shipment n pc mm n inwarehousetool show total amount u real valu show sto number plea check issu urgent shipment current hold warehous plea see correspond previous shipment june,GRP_13,GRP_10
316,2266,erp si account password lock receiv hi user sonhyggerp si account password lock unlock help,GRP_0,GRP_0
317,5902,hostnam total cpu error threshold hostnam averag sampl total cpu error threshold,GRP_12,GRP_12
